researcher_name,employee_id,affiliation,rcard_url,rank,project_id,project_title,project_pi,project_inst,project_keywords,final_score,semantic_score,keyword_score
문종술 (Jongsul Moon),10829,지능로보틱스연구센터,https://rcard.re.kr/detail/vmByF0a2Mb1HboulmYRELA==,6,NRF-000565,Merlin: Development of Robotic Systems for Safe and Efficient Facade Maintenance with Close-Range and 100% Visual Inspection Approaches,Jaime Rubio Hervas,H3 Zoom Pte Ltd,Facade Inspection; Cable-Driven Robotic System; Non-Destructive Testing; Drones; Flight Automation; Machine Learning,0.3949,0.5641,0.0000
문종술 (Jongsul Moon),10829,지능로보틱스연구센터,https://rcard.re.kr/detail/vmByF0a2Mb1HboulmYRELA==,7,NRF-000138,Provably Verified and Explainable Probabilistic Reasoning,KULDEEP S MEEL,National University of Singapore,Probabilistic Reasoning; Formal Methods; SAT,0.3825,0.5464,0.0000
문종술 (Jongsul Moon),10829,지능로보틱스연구센터,https://rcard.re.kr/detail/vmByF0a2Mb1HboulmYRELA==,8,NRF-000188,Mobile collaborative robot platforms with vision feedback and adaptive and learning soft end-effectors for coning/de-coning wharf operations,Pablo Alvaro Valdivia y Alvarado Gutierrez,Singapore University of Technology and Design,"Automation, Robotics",0.3758,0.5369,0.0000
문종술 (Jongsul Moon),10829,지능로보틱스연구센터,https://rcard.re.kr/detail/vmByF0a2Mb1HboulmYRELA==,9,MOE-000020,Enabling Synaptic Logic Transistors by Gate-Dielectric Defect Characterization,ANG Diing Shenp,Nanyang Technological University,Neuromorphic computing; artificial synapse; dielectric defect relaxation; atomic-scale characterization,0.3720,0.5314,0.0000
문종술 (Jongsul Moon),10829,지능로보틱스연구센터,https://rcard.re.kr/detail/vmByF0a2Mb1HboulmYRELA==,10,NRF-000137,Rigorous AI using Game Theory and Statistics,Ioannis Panageas,Singapore University of Technology and Design,Deep Learning; Gradient Descent; Regression; Optimization; Online Learning; Game Theory,0.3685,0.5265,0.0000
소재혁 (SO JAE HYUK),10801,융합신호SoC연구센터,https://rcard.re.kr/detail/TCZW4QO4vhWYlMgHeP98Rw==,1,MOE-000766,Data-Centric High-Level Synthesis for FPGA Accelerator Design,Bingsheng He,National University of Singapore,FPGA Accelerator Design;  High-Level Synthesis (HLS); Asynchronous Programming Model; Data-Centric Applications; Graph Learning; Graph Processing,0.4177,0.5967,0.0000
소재혁 (SO JAE HYUK),10801,융합신호SoC연구센터,https://rcard.re.kr/detail/TCZW4QO4vhWYlMgHeP98Rw==,2,MOE-000884,"Architectures and circuits for pervasive 5G silicon chip connectivity with end-to-end system millimeter scale and 1,000X reduction in radio power consumption",Massimo Bruno Alioto,National University of Singapore,"Wireless communications, 5G connectivity, Internet of Everything, physically-embedded connectivity, smart objects, ultra-low power circuits",0.3818,0.5454,0.0000
소재혁 (SO JAE HYUK),10801,융합신호SoC연구센터,https://rcard.re.kr/detail/TCZW4QO4vhWYlMgHeP98Rw==,3,NRF-NRFF2016-07,Dimensionality Reduction for Recommender Systems: Unified Latent Co-representation of Multi-Modal Preference Signals,Hady Wirawan Lauw,Singapore Management University,dimensionality reduction;visualization;recommender systems;probabilistic topic modeling;Euclidean embedding;deep learning,0.3694,0.5277,0.0000
소재혁 (SO JAE HYUK),10801,융합신호SoC연구센터,https://rcard.re.kr/detail/TCZW4QO4vhWYlMgHeP98Rw==,4,MOE-000495,"A New-Generation Envelope Tracking Modulator for Radio-Frequency Communications Devices (including the Internet-of-Things): Higher Power-Efficiency, Wider Bandwidth and 'Open' Platform",Joseph Sylvester Chang,Nanyang Technological University,Envelope Tracking Modulator (ETM); Power Efficiency; High Bandwidth; GaN;  Internet of Things (IoT); Radio Frequency Power Amplifier,0.3638,0.5197,0.0000
소재혁 (SO JAE HYUK),10801,융합신호SoC연구센터,https://rcard.re.kr/detail/TCZW4QO4vhWYlMgHeP98Rw==,5,NRF-RSS2015-003,Embedded Intelligence in new form factors (EINFF) with ultra-energy efficient CMOS technologies to enable the Smart nation infrastructure,Thean Voon Yew,National University of Singapore,Data Access Contact:,0.3636,0.5195,0.0000
소재혁 (SO JAE HYUK),10801,융합신호SoC연구센터,https://rcard.re.kr/detail/TCZW4QO4vhWYlMgHeP98Rw==,6,1121202007,Scalable Timing Analysis Methods for Embedded Software,Abhik Roychoudhury,National University of Singapore,Data Access Contact:,0.3635,0.5193,0.0000
소재혁 (SO JAE HYUK),10801,융합신호SoC연구센터,https://rcard.re.kr/detail/TCZW4QO4vhWYlMgHeP98Rw==,7,MOE-000432,Active and Passive Monitoring of Realtime Internet and 5G Evolution,Ben Leong,National University of Singapore,"Internet, 5G, Measurement study, Internet Congestion Control, Passive measurements, Active measurements",0.3610,0.5157,0.0000
소재혁 (SO JAE HYUK),10801,융합신호SoC연구센터,https://rcard.re.kr/detail/TCZW4QO4vhWYlMgHeP98Rw==,8,NRF-000039,SOCure: ASSURING HARDWARE SECURITY BY DESIGN IN SYSTEMS ON CHIP,Massimo Bruno Alioto,National University of Singapore,"Hardware security, Systems on Chip, physical attacks, secure architectures",0.3535,0.5051,0.0000
소재혁 (SO JAE HYUK),10801,융합신호SoC연구센터,https://rcard.re.kr/detail/TCZW4QO4vhWYlMgHeP98Rw==,9,NRF-000237,Memristive Halide Perovskites for Next Generation Embedded Neuromorphic Computing,Nripan Mathews,Nanyang Technological University,Halide perovskites; memristors; neuromorphic; cognitive surfaces; ionic-electronic coupling,0.3535,0.5050,0.0000
소재혁 (SO JAE HYUK),10801,융합신호SoC연구센터,https://rcard.re.kr/detail/TCZW4QO4vhWYlMgHeP98Rw==,10,NRF-000200,In-memory Computing based on Multi-terminal Memtransistors for Cognitive Internet-of-Things (C-IoT),Ang Kah Wee,National University of Singapore,"In-memory Computing, Memtransistors, Cognitive Internet-of-Things (C-IoT)",0.3532,0.5046,0.0000
신재호 (SHIN JAEHO),10802,지능융합SW연구센터,https://rcard.re.kr/detail/WS8lQXur3T+rnoEMnrf70w==,1,NRF-000441,Development of Secured Components & Systems in Emerging Technologies through Hardware & Software Evaluation,Gan Chee Lip,Nanyang Technological University,Hardware Analysis; Side-Channel Analysis; Post-quantum Cryptography; Encrypted Memory; Deep Neural Network (DNN) Accelerators,0.4102,0.5860,0.0000
신재호 (SHIN JAEHO),10802,지능융합SW연구센터,https://rcard.re.kr/detail/WS8lQXur3T+rnoEMnrf70w==,2,MOE-000761,Synthesizing Complex Data under Differential Privacy,Xiaokui Xiao,National University of Singapore,"Data management, data privacy",0.3737,0.5338,0.0000
신재호 (SHIN JAEHO),10802,지능융합SW연구센터,https://rcard.re.kr/detail/WS8lQXur3T+rnoEMnrf70w==,3,MOE-000150,Interface Controlled 2D Materials for Artificial Synaptic Devices,CHEN WEI,National University of Singapore,"Synapse, Neuromorphic Computing, 2D Materials, Interface Engineering, Optoelectronics",0.3531,0.5044,0.0000
신재호 (SHIN JAEHO),10802,지능융합SW연구센터,https://rcard.re.kr/detail/WS8lQXur3T+rnoEMnrf70w==,4,NRF-NRFF2016-07,Dimensionality Reduction for Recommender Systems: Unified Latent Co-representation of Multi-Modal Preference Signals,Hady Wirawan Lauw,Singapore Management University,dimensionality reduction;visualization;recommender systems;probabilistic topic modeling;Euclidean embedding;deep learning,0.3511,0.5015,0.0000
신재호 (SHIN JAEHO),10802,지능융합SW연구센터,https://rcard.re.kr/detail/WS8lQXur3T+rnoEMnrf70w==,5,NRF-RSS2015-003,Embedded Intelligence in new form factors (EINFF) with ultra-energy efficient CMOS technologies to enable the Smart nation infrastructure,Thean Voon Yew,National University of Singapore,Data Access Contact:,0.3486,0.4980,0.0000
신재호 (SHIN JAEHO),10802,지능융합SW연구센터,https://rcard.re.kr/detail/WS8lQXur3T+rnoEMnrf70w==,6,NRF-000119,Data Science as a Service (DaaS) to Improve Waterworks Operation Efficiency and Event Detection – A Smart SCADA,Seah Hsiu- Min Eugene,Surbana Technologies Pte. Ltd.,"scada, smart, data science, data analytics, machine learning, artificial intelligence",0.3445,0.4921,0.0000
신재호 (SHIN JAEHO),10802,지능융합SW연구센터,https://rcard.re.kr/detail/WS8lQXur3T+rnoEMnrf70w==,7,MOE-000055,Topology-based featurization for machine learning models in materials informatics,XIA Kelin,Nanyang Technological University,Materials discovery; Topological data analysis (TDA); Persistent homology (PH); Machine learning; Feature engineering; Perovskites.,0.3431,0.4901,0.0000
신재호 (SHIN JAEHO),10802,지능융합SW연구센터,https://rcard.re.kr/detail/WS8lQXur3T+rnoEMnrf70w==,8,NRF-NRFF2015-02,Ultra-precision Dimensional Metrology using Femtosecond Laser Frequency Combs,KIM Young-Jin,Nanyang Technological University,high precision;frequency comb;precision metrology;femtosecond laser;disease diagnosis;space missions,0.3416,0.4880,0.0000
신재호 (SHIN JAEHO),10802,지능융합SW연구센터,https://rcard.re.kr/detail/WS8lQXur3T+rnoEMnrf70w==,9,NRF-000593,Foundational Building Blocks for Next-Generation Magnetic Memories,Anjan Soumyanarayanan,National University of Singapore,"spintronics, magnetism, magnetic tunnel junction, quantum materials, memory",0.3397,0.4854,0.0000
신재호 (SHIN JAEHO),10802,지능융합SW연구센터,https://rcard.re.kr/detail/WS8lQXur3T+rnoEMnrf70w==,10,NRF-000440,Interface Engineered Ferroelectric 2D Materials for Artificial Synapses and Neuromorphic Computing,CHEN WEI,National University of Singapore,"Interface Engineering, 2D Materials, Neuromorphic Computing, Artificial Synapse, Surface Science, Epitaxy",0.3365,0.4807,0.0000
김선형 (Kim SeonHyeong),10804,IT응용연구센터,https://rcard.re.kr/detail/B3qAqTBs1z2RI0CKeU0AoQ==,1,NRF-000441,Development of Secured Components & Systems in Emerging Technologies through Hardware & Software Evaluation,Gan Chee Lip,Nanyang Technological University,Hardware Analysis; Side-Channel Analysis; Post-quantum Cryptography; Encrypted Memory; Deep Neural Network (DNN) Accelerators,0.3428,0.4898,0.0000
김선형 (Kim SeonHyeong),10804,IT응용연구센터,https://rcard.re.kr/detail/B3qAqTBs1z2RI0CKeU0AoQ==,2,MOE-000563,Terahertz-to-Imaging Integrated Circuit for Security and Health Monitoring,BOON CHIRN CHYE,Nanyang Technological University,"CMOS, THz transceiver, terahertz clock, terahertz modulator, phase-locked loop, Low Noise Amplifier.",0.3331,0.4759,0.0000
김선형 (Kim SeonHyeong),10804,IT응용연구센터,https://rcard.re.kr/detail/B3qAqTBs1z2RI0CKeU0AoQ==,3,NRF-NRFF2016-07,Dimensionality Reduction for Recommender Systems: Unified Latent Co-representation of Multi-Modal Preference Signals,Hady Wirawan Lauw,Singapore Management University,dimensionality reduction;visualization;recommender systems;probabilistic topic modeling;Euclidean embedding;deep learning,0.3162,0.4516,0.0000
김선형 (Kim SeonHyeong),10804,IT응용연구센터,https://rcard.re.kr/detail/B3qAqTBs1z2RI0CKeU0AoQ==,4,NRF-000119,Data Science as a Service (DaaS) to Improve Waterworks Operation Efficiency and Event Detection – A Smart SCADA,Seah Hsiu- Min Eugene,Surbana Technologies Pte. Ltd.,"scada, smart, data science, data analytics, machine learning, artificial intelligence",0.3102,0.4431,0.0000
김선형 (Kim SeonHyeong),10804,IT응용연구센터,https://rcard.re.kr/detail/B3qAqTBs1z2RI0CKeU0AoQ==,5,MOE-000827,"Role of Firm-to-Firm Input-Output Linkages in Transmitting Aggregate Shocks: Impacts on Firm-Level Productivity, Labor Demand, and Innovation",Pao-Li Chang,Singapore Management University,Firm-to-Firm Input-Output Linkages; Firm-Level Productivity; Firm-Level Labor Demand; Firm-Level Innovation; Global Value Chain,0.3085,0.4407,0.0000
김선형 (Kim SeonHyeong),10804,IT응용연구센터,https://rcard.re.kr/detail/B3qAqTBs1z2RI0CKeU0AoQ==,6,NRF-000017,Cyber Forensics & Assurance R&D Programme,Gan Chee Lip,Nanyang Technological University,"Forensics, Data Recovery, Hardware Assurance, Anti-Forensic Solutions, Side Channel Techniques",0.3071,0.4388,0.0000
김선형 (Kim SeonHyeong),10804,IT응용연구센터,https://rcard.re.kr/detail/B3qAqTBs1z2RI0CKeU0AoQ==,7,NRF-000237,Memristive Halide Perovskites for Next Generation Embedded Neuromorphic Computing,Nripan Mathews,Nanyang Technological University,Halide perovskites; memristors; neuromorphic; cognitive surfaces; ionic-electronic coupling,0.3035,0.4336,0.0000
김선형 (Kim SeonHyeong),10804,IT응용연구센터,https://rcard.re.kr/detail/B3qAqTBs1z2RI0CKeU0AoQ==,8,MOH-000196,Artificial Intelligence Software for Emergency Neuro-radiological Diagnosis,Ng Wai Hoe,National Neuroscience Institute of Singapore Pte Ltd,"artificial intelligence, medical image analysis",0.3000,0.4286,0.0000
김선형 (Kim SeonHyeong),10804,IT응용연구센터,https://rcard.re.kr/detail/B3qAqTBs1z2RI0CKeU0AoQ==,9,RC/CIRG/1384/2014,Designing and evaluating syndromic surveillance in context: utility and performance for detection of outbreaks in Singapore,Chen I-Cheng Mark,National University Health System,"epidemics,modeling,food and water-borne infections,vector-borne infections,bio-terrorism,geo-spatial distributions",0.2992,0.4275,0.0000
김선형 (Kim SeonHyeong),10804,IT응용연구센터,https://rcard.re.kr/detail/B3qAqTBs1z2RI0CKeU0AoQ==,10,MOE-000767,Estimation and Inference with Many Weak Instruments and Controls,YICHONG ZHANG,Singapore Management University,Clustered Data; Formula Instruments; Judge Design; Machine Learning; Many Weak Instruments,0.2965,0.4236,0.0000
장성수 (Seongsu Jhang),10805,ICT융합연구센터,https://rcard.re.kr/detail/apjDRmPhlxEMIuQBw4D6Vw==,1,MOE-000881,Verifiable Large Language Models via Scalable Zero-Knowledge Proofs,Jiaheng Zhang,National University of Singapore,Cybersecurity; Zero-Knowledge Proofs; AI Security; Verifiable Machine Learning; Large Language Models;,0.3805,0.5435,0.0000
장성수 (Seongsu Jhang),10805,ICT융합연구센터,https://rcard.re.kr/detail/apjDRmPhlxEMIuQBw4D6Vw==,2,MOE-000853,Investigating In-Context Representation Learning and Hypernetworks for Projection in Large Language Models for Efficient Domain-Specific Knowledge Augmentation,Chan Guo Wei Alvin,Nanyang Technological University,Artificial Intelligence; Deep Learning; Large Language Model; In-context learning; drug discovery,0.3613,0.5161,0.0000
장성수 (Seongsu Jhang),10805,ICT융합연구센터,https://rcard.re.kr/detail/apjDRmPhlxEMIuQBw4D6Vw==,3,MOE-000336,Understanding Brain Networks of Reading and Math to Inform Diagnostics and Interventions (Brain-NORM),Annabel Chen,Nanyang Technological University,"Reading difficulties, Math difficulties, working memory, comorbidity, response to intervention, screeners",0.3574,0.5106,0.0000
장성수 (Seongsu Jhang),10805,ICT융합연구센터,https://rcard.re.kr/detail/apjDRmPhlxEMIuQBw4D6Vw==,4,MOE-000574,Identifying math learning difficulties with video-evoked brain activity,Cheong Kang Hao,Nanyang Technological University,"neuroimaging, Math learning difficulties, fMRI, Science of numeracy development, artificial intelligence",0.3519,0.5027,0.0000
장성수 (Seongsu Jhang),10805,ICT융합연구센터,https://rcard.re.kr/detail/apjDRmPhlxEMIuQBw4D6Vw==,5,MOE-000631,Bilingual Metalinguistic Scaffolding as a Pedagogical and Psychological Support for Early MTL Development,Christine Goh,Nanyang Technological University,Bilingual Education; Early Literacy; Scaffolding; Learning Support; Learner Motivation,0.3518,0.5026,0.0000
장성수 (Seongsu Jhang),10805,ICT융합연구센터,https://rcard.re.kr/detail/apjDRmPhlxEMIuQBw4D6Vw==,6,NRF-000098,SLADE : Smart Learning Analytics for Digital crimE,Loh Kok Keong Peter,Singapore Institute of Technology,"digital crime, machine learning, analytics, investigation",0.3477,0.4967,0.0000
장성수 (Seongsu Jhang),10805,ICT융합연구센터,https://rcard.re.kr/detail/apjDRmPhlxEMIuQBw4D6Vw==,7,MOE-000637,Dynamic in vivo maps of the postsynaptic network,Adam Claridge-Chang,National University of Singapore,"Synapse, molecular systems, neuroscience, learning, memory, neurochemistry",0.3458,0.4940,0.0000
장성수 (Seongsu Jhang),10805,ICT융합연구센터,https://rcard.re.kr/detail/apjDRmPhlxEMIuQBw4D6Vw==,8,MOE-000502,"Unlocking Motivations, Confidence, and Positive Outcomes for Adult Learners:  Empirical Characterization and Digital Interventions",Charmaine Tan,IHPC - Institute of High Performance Computing,"adult learning, motivation, confidence, behaviour, intervention, technology",0.3428,0.4896,0.0000
장성수 (Seongsu Jhang),10805,ICT융합연구센터,https://rcard.re.kr/detail/apjDRmPhlxEMIuQBw4D6Vw==,9,MOE-000137,Understanding Bilingual Dyslexia: Identifying Subtypes for Targeted Remediation,Wong Chun Kit,Nanyang Technological University,dyslexia; reading; bilingualism; intervention,0.3403,0.4861,0.0000
